	cherry1	cherry2	gallium1	gallium2
Mca17139	0	0	0	0
Mca17140	0	0	0	0
Mca17141	2	3	0	0
Mca17142	0	1	0	0
Mca17143	0	2	2	5
Mca17144	0	0	7	0
Mca17145	0	0	0	0
Mca17146	7	9	9	12
Mca17147	600	1126	965	1300
Mca17148	358	601	749	1070
Mca17149	5	2	4	1
Mca17150	914	1374	959	1334
Mca17151	1420	1779	1687	2066
Mca17152	12	15	7	19
Mca17153	835	1310	2322	3096
Mca17154	622	863	1954	2651
Mca17155	60	51	114	94
Mca17156	1	1	0	2
Mca17157	6	7	19	32
Mca17158	10	16	36	96
Mca17159	45	93	20	28
Mca17160	11	25	17	37
Mca17161	14	29	31	44
Mca17162	2	0	2	0
Mca17163	1429	2075	1633	1739
Mca17164	89	158	105	146
Mca17165	193	254	484	554
Mca17166	0	0	0	0
Mca17167	0	0	0	0
Mca17168	0	0	0	0
Mca17169	0	0	0	0
Mca17170	0	0	0	0
Mca17171	0	0	0	0
Mca17172	0	2	0	2
Mca17173	31	63	91	113
Mca17174	169	297	373	585
Mca17175	43	36	75	91
Mca17176	2799	3874	4041	5488
Mca17177	14323	19285	14380	18659
Mca17178	53	69	77	83
Mca17179	12	12	18	14
Mca17180	1	3	3	6
Mca17181	1089	1362	1336	1803
Mca17182	0	0	2	2
Mca17183	6	12	17	40
Mca17184	2	10	2	2
Mca17185	0	0	2	0
Mca17186	0	0	0	0
Mca17187	0	0	0	0
Mca17188	0	0	0	0
Mca17189	0	0	0	0
Mca17190	0	6	0	0
Mca17191	99	166	107	100
Mca17192	99	92	40	34
Mca17193	74	110	72	65
Mca17194	0	0	0	0
Mca17195	0	0	6	2
Mca17196	0	0	0	0
Mca17197	0	0	0	0
Mca17198	0	4	2	2
Mca17199	0	0	0	0
Mca17200	0	0	0	0
Mca17201	0	2	0	0
Mca17202	0	0	0	0
Mca17203	426	506	525	449
Mca17204	43	64	43	60
Mca17205	0	0	0	1
Mca17206	0	0	0	0
Mca17207	0	0	0	0
Mca17208	0	0	0	0
Mca17209	0	0	0	0
Mca17210	0	0	0	0
Mca17211	0	0	0	0
Mca17212	0	0	0	0
Mca17213	0	0	0	0
Mca17214	45	87	44	58
Mca17215	489	753	609	631
Mca17216	0	0	11	12
Mca17217	0	0	0	0
Mca17218	0	0	0	0
Mca17219	0	0	0	0
Mca17220	0	0	0	0
Mca17221	0	0	0	0
Mca17222	177	235	393	541
Mca17223	0	0	0	0
Mca17224	0	0	0	0
Mca17225	2	0	0	0
Mca17226	0	2	0	0
Mca17227	0	0	0	0
Mca17228	0	0	0	0
Mca17229	0	0	0	0
Mca17230	0	0	0	0
Mca17231	0	0	0	0
Mca17232	0	1	0	0
Mca17233	22	30	22	12
Mca17234	0	0	0	0
Mca17235	197	266	209	241
Mca17236	0	0	0	0
Mca17237	161	192	121	162
Mca17238	7	10	1848	1768
Mca17239	0	0	0	0
Mca17240	1958	2660	2976	3666
Mca17241	0	1	92	131
Mca17242	0	0	0	0
Mca17243	105	138	179	224
Mca17244	774	1183	755	837
Mca17245	318	516	368	434
Mca17246	0	0	0	0
Mca17247	0	0	0	0
Mca17248	0	0	0	0
Mca17249	0	0	0	0
Mca17250	0	0	0	0
Mca17251	0	0	0	0
Mca17252	0	0	0	0
Mca17253	0	0	0	0
Mca17254	0	0	0	0
Mca17255	1	1	0	0
Mca17256	5	0	6	0
Mca17257	0	0	0	0
Mca17258	0	0	0	0
Mca17259	107	104	22	30
Mca17260	0	0	0	0
Mca17261	0	0	0	0
Mca17262	0	0	0	0
Mca17263	0	0	0	2
Mca17264	0	0	0	6
Mca17265	0	8	1	1
Mca17266	2	2	0	0
Mca17267	0	0	0	0
Mca17268	0	0	0	0
Mca17269	0	0	0	0
Mca17270	890	1309	1247	1555
Mca17271	154	253	265	357
Mca17272	822	988	1204	1414
Mca17273	317	437	436	482
Mca17274	29	87	79	91
Mca17275	2091	2464	2631	4454
Mca17276	30	39	17	22
Mca17277	651	941	1299	1498
Mca17278	0	5	4	0
Mca17279	0	3	0	0
Mca17280	0	3	0	0
Mca17281	953	1385	1137	1051
Mca17282	2	18	8	6
Mca17283	672	952	746	771
Mca17284	284	337	364	474
Mca17285	77	116	212	204
Mca17286	0	0	0	0
Mca17287	290	454	320	418
Mca17288	584	939	682	778
Mca17289	176	233	172	222
Mca17290	2	2	2	0
Mca17291	11520	13920	11073	13512
Mca17292	50	65	191	184
Mca17293	6	14	18	26
Mca17294	0	2	0	0
Mca17295	0	0	0	0
Mca17296	0	0	0	0
Mca17297	0	0	0	0
Mca17298	18	28	65	101
Mca17299	1473	1930	1483	1540
Mca17300	64	79	95	150
Mca17301	272	409	378	510
Mca17302	440	700	1253	1709
Mca17303	0	2	0	2
Mca17304	0	0	0	0
Mca17305	0	0	0	0
Mca17306	0	0	0	0
Mca17307	1	3	2	2
Mca17308	8	14	15	19
Mca17309	0	0	0	0
Mca17310	409	681	745	919
Mca17311	2917	4371	3717	3889
Mca17312	1760	2374	1801	2086
Mca17313	0	0	0	0
Mca17314	0	0	4	0
Mca17315	0	0	0	0
Mca17316	0	0	0	0
Mca17317	593	907	976	1568
Mca17318	0	8	7	16
Mca17319	1502	2248	2286	3004
Mca17320	1799	2148	1959	2522
Mca17321	3	3	6	7
Mca17322	138	206	179	232
Mca17323	0	0	2	0
Mca17324	626	833	160	159
Mca17325	0	0	1	2
Mca17326	1059	1365	885	1053
Mca17327	718	1047	769	686
Mca17328	24	32	54	66
Mca17329	0	0	0	0
Mca17330	0	0	0	0
Mca17331	0	0	0	0
Mca17332	0	0	0	2
Mca17333	0	0	0	2
Mca17334	0	0	0	0
Mca17335	27	32	31	32
Mca17336	4	6	13	24
Mca17337	0	0	0	0
Mca17338	0	0	0	2
Mca17339	2449	3292	2427	2708
Mca17340	0	0	0	0
Mca17341	21	55	78	105
Mca17342	0	0	0	0
Mca17343	0	0	0	0
Mca17344	7	29	13	8
Mca17345	836	1127	929	1026
Mca17346	640	925	1108	1467
Mca17347	36	68	61	75
Mca17348	0	0	2	0
Mca17349	0	0	0	0
Mca17350	27	64	45	45
Mca17351	0	0	0	0
Mca17352	1848	2223	2265	2112
Mca17353	0	0	0	0
Mca17354	314	420	150	179
Mca17355	0	0	0	0
Mca17356	2	2	4	23
Mca17357	0	0	0	0
Mca17358	376	549	617	880
Mca17359	192	300	273	353
Mca17360	3111	4294	2468	2769
Mca17361	25	44	40	88
Mca17362	88	100	91	128
Mca17363	422	596	838	1162
Mca17364	7	5	11	21
Mca17365	420	481	802	927
Mca17366	117	324	1052	1275
Mca17367	0	0	0	2
Mca17368	0	0	0	0
Mca17369	0	0	0	0
Mca17370	0	0	0	0
Mca17371	0	0	0	0
Mca17372	0	0	0	0
Mca17373	759	1092	736	738
Mca17374	686	828	565	730
Mca17375	568	863	569	671
Mca17376	168	241	418	425
Mca17377	390	444	354	450
Mca17378	0	0	2	0
Mca17379	0	9	2	8
Mca17380	0	0	0	0
Mca17381	0	0	0	0
Mca17382	9990	12100	6974	7582
Mca17383	571	922	790	1057
Mca17384	0	7	2	15
Mca17385	2	0	0	0
Mca17386	0	0	0	0
Mca17387	0	0	0	0
Mca17388	0	0	0	0
Mca17389	176	188	16	6
Mca17390	129	178	350	315
Mca17391	343	530	1121	1244
Mca17392	0	0	0	0
Mca17393	0	0	0	0
Mca17394	1	0	0	0
Mca17395	0	0	0	0
Mca17396	0	0	4	4
Mca17397	0	2	1	2
Mca17398	0	4	6	0
Mca17399	0	5	4	0
Mca17400	11	21	20	26
Mca17401	6	7	11	11
Mca17402	1029	1313	961	1112
Mca17403	36	19	21	19
Mca17404	3919	5500	3189	3260
Mca17405	1639	2161	2113	2403
Mca17406	0	0	0	0
Mca17407	1909	2203	1791	1932
Mca17408	428	741	600	879
Mca17409	2	2	2	0
Mca17410	39	41	76	131
Mca17411	20	20	68	104
Mca17412	4	12	14	18
Mca17413	1023	1389	1833	1698
Mca17414	9189	10450	8557	8002
Mca17415	19	31	43	22
Mca17416	129549	160770	236765	347526
Mca17417	1071	1498	980	1153
Mca17418	3	6	10	6
Mca17419	0	0	0	0
Mca17420	18	32	46	82
Mca17421	1914	2495	1571	1847
Mca17422	0	0	0	2
Mca17423	198	260	318	380
Mca17424	0	2	0	0
Mca17425	0	0	0	0
Mca17426	0	0	0	0
Mca17427	0	0	0	4
Mca17428	0	0	0	0
Mca17429	0	0	0	2
Mca17430	0	0	0	1
Mca17431	1156	1610	1277	1200
Mca17432	51	72	89	112
Mca17433	315	376	358	390
Mca17434	21	20	12	13
Mca17435	0	0	0	0
Mca17436	0	0	0	0
Mca17437	234	238	322	391
Mca17438	44	70	106	104
Mca17439	0	6	8	20
Mca17440	0	5	4	6
Mca17441	1464	1948	1827	2583
Mca17442	273	467	562	747
Mca17443	112	189	394	512
Mca17444	132	195	156	157
Mca17445	0	0	0	0
Mca17446	0	0	0	0
Mca17447	1723	2345	1818	2473
Mca17448	467	762	1013	1203
Mca17449	147	197	216	235
Mca17450	505	688	987	1274
Mca17451	481	676	717	997
Mca17452	607	847	1644	2220
Mca17453	15	32	16	18
Mca17454	1732	2193	961	876
Mca17455	2028	2779	1212	1081
Mca17456	8	20	14	38
Mca17457	0	0	0	0
Mca17458	0	0	0	0
Mca17459	1409	1591	1759	2342
Mca17460	534	764	744	965
Mca17461	409	660	605	591
Mca17462	0	0	0	0
Mca17463	3485	4356	3933	4742
Mca17464	385	659	279	272
Mca17465	1223	1495	855	750
Mca17466	14193	19632	9083	10000
Mca17467	0	4	8	7
Mca17468	106	157	157	130
Mca17469	34	54	101	95
Mca17470	63	90	79	102
Mca17471	97	187	209	239
Mca17472	0	0	0	0
Mca17473	528	686	1302	847
Mca17474	0	0	0	0
Mca17475	0	0	0	0
Mca17476	4	2	8	24
Mca17477	0	0	0	0
Mca17478	113	141	73	74
Mca17479	275	371	299	232
Mca17480	0	0	0	0
Mca17481	0	0	0	0
Mca17482	0	0	0	0
Mca17483	8	14	17	15
Mca17484	5	23	10	14
Mca17485	1237	1833	2120	2803
Mca17486	1486	2066	2376	2746
Mca17487	0	0	0	0
Mca17488	1420	2033	1676	1935
Mca17489	1447	2111	1080	1253
Mca17490	297	457	258	232
Mca17491	2012	2659	3437	4042
Mca17492	1001	1446	1282	1660
Mca17493	0	0	0	0
Mca17494	0	0	10	4
Mca17495	0	0	0	0
Mca17496	0	0	0	0
Mca17497	2	0	0	0
Mca17498	148	198	353	362
Mca17499	570	849	1076	1282
Mca17500	283	390	494	550
Mca17501	1003	1309	1303	1709
Mca17502	0	0	0	0
Mca17503	0	0	2	0
Mca17504	0	0	0	0
Mca17505	2	2	0	0
Mca17506	324	436	341	407
Mca17507	1714	2159	2045	2696
Mca17508	2231	3400	2693	3226
Mca17509	46652	56230	23922	24404
Mca17510	27	32	57	46
Mca17511	0	0	0	0
Mca17512	116	216	662	951
Mca17513	6	10	28	33
Mca17514	9	4	2	6
Mca17515	0	0	0	0
Mca17516	0	0	0	0
Mca17517	0	0	6	6
Mca17518	0	0	0	0
Mca17519	6	0	4	6
Mca17520	0	0	0	0
Mca17521	499	663	950	1120
Mca17522	1089	1377	1842	2167
Mca17523	656	895	1059	1093
Mca17524	8	12	5	13
Mca17525	0	0	0	0
Mca17526	0	0	0	0
Mca17527	0	0	0	0
Mca17528	0	0	0	0
Mca17529	0	0	0	0
Mca17530	0	0	0	2
Mca17531	0	0	0	0
Mca17532	484	658	562	637
Mca17533	5	4	5	0
Mca17534	747	1062	1166	1363
Mca17535	692	882	730	910
Mca17536	1234	1537	1123	1384
Mca17537	379	522	646	778
Mca17538	0	0	0	0
Mca17539	0	0	0	0
Mca17540	0	0	0	0
Mca17541	0	0	0	0
Mca17542	169	234	251	269
Mca17543	11143	12881	10096	9986
Mca17544	413	571	569	635
Mca17545	10	6	21	20
Mca17546	0	0	0	0
Mca17547	0	0	0	0
Mca17548	0	6	6	12
Mca17549	462	649	504	589
Mca17550	0	1	2	2
Mca17551	64	86	105	155
Mca17552	354	575	727	781
Mca17553	0	0	0	0
Mca17554	0	0	0	0
Mca17555	0	0	0	0
Mca17556	0	0	0	0
Mca17557	0	0	0	0
Mca17558	0	6	2	4
Mca17559	2	0	2	0
Mca17560	0	0	0	0
Mca17561	13	38	163	214
Mca17562	0	0	0	0
Mca17563	0	0	0	0
Mca17564	0	0	0	0
Mca17565	0	0	0	0
Mca17566	4	0	2	4
Mca17567	0	0	0	0
Mca17568	0	0	0	0
Mca17569	4187	5802	4647	5532
Mca17570	15	22	24	34
Mca17571	9	15	26	32
Mca17572	0	0	1	2
Mca17573	182	340	264	383
Mca17574	4	21	28	24
Mca17575	0	0	0	2
Mca17576	16	12	29	12
Mca17577	18	21	35	22
Mca17578	0	6	3	2
Mca17579	0	0	0	0
Mca17580	10	16	0	2
Mca17581	0	0	0	0
Mca17582	0	0	0	0
Mca17583	0	0	0	0
Mca17584	0	0	0	0
Mca17585	0	0	0	0
Mca17586	26	33	63	86
Mca17587	3333	4379	3254	4240
Mca17588	43	46	46	47
Mca17589	6	10	6	4
Mca17590	81	124	584	710
Mca17591	256	302	406	587
Mca17592	397	482	1593	1755
Mca17593	12	21	15	28
Mca17594	2315	3430	2270	2741
Mca17595	340	637	687	860
Mca17596	0	0	0	0
Mca17597	0	2	0	0
Mca17598	0	0	0	0
Mca17599	0	0	0	0
Mca17600	0	0	0	0
Mca17601	0	0	0	0
Mca17602	0	0	5	2
Mca17603	4	14	16	8
Mca17604	42	84	146	165
Mca17605	0	0	0	0
Mca17606	0	0	0	0
Mca17607	206	195	469	1065
Mca17608	110	175	153	179
Mca17609	2003	2661	2154	2200
Mca17610	1603	2450	1489	1784
Mca17611	0	0	0	0
Mca17612	279	425	693	844
Mca17613	483	649	476	590
Mca17614	57	89	71	110
Mca17615	8	11	17	22
Mca17616	1002	1537	1609	1820
Mca17617	57	134	102	99
Mca17618	20	56	90	114
Mca17619	0	0	0	0
Mca17620	0	0	2	2
Mca17621	0	0	0	1
Mca17622	0	0	0	0
Mca17623	146	179	410	470
Mca17624	10	15	12	21
Mca17625	2	6	16	27
Mca17626	677	999	1041	1277
Mca17627	0	2	2	0
Mca17628	0	0	0	0
Mca17629	0	0	0	0
Mca17630	0	0	2	0
Mca17631	2	0	0	0
Mca17632	1705	2064	2235	3023
Mca17633	0	0	0	0
Mca17634	0	0	0	0
Mca17635	0	0	0	0
Mca17636	0	0	0	0
Mca17637	0	0	0	0
Mca17638	0	0	0	0
Mca17639	0	0	0	0
Mca17640	0	0	0	0
Mca17641	141	207	289	278
Mca17642	2	0	0	0
Mca17643	0	0	0	0
Mca17644	0	2	0	2
Mca17645	0	0	0	0
Mca17646	0	0	0	0
Mca17647	0	0	0	0
Mca17648	0	0	0	0
Mca17649	0	0	0	0
Mca17650	1	2	5	3
Mca17651	0	0	0	0
Mca17652	0	0	0	0
Mca17653	0	0	0	0
Mca17654	0	0	0	0
Mca17655	0	0	0	0
Mca17656	0	0	4	0
Mca17657	6255	8341	5919	6513
Mca17658	258	395	397	530
Mca17659	1	2	0	0
Mca17660	0	0	0	0
Mca17661	2	0	2	2
Mca17662	0	0	0	1
Mca17663	0	0	0	0
Mca17664	4	2	14	14
Mca17665	12	2	20	21
Mca17666	22	24	47	36
Mca17667	6	5	6	2
Mca17668	98	104	68	92
Mca17669	0	0	0	0
Mca17670	0	0	0	0
Mca17671	803	1236	1265	1560
Mca17672	14453	20433	7086	6108
Mca17673	0	0	0	0
Mca17674	0	0	0	0
Mca17675	2	0	0	2
Mca17676	0	0	0	0
Mca17677	0	0	0	0
Mca17678	0	0	0	0
Mca17679	0	0	2	0
Mca17680	0	0	0	0
Mca17681	646	879	606	744
Mca17682	2815	3368	1150	804
Mca17683	0	0	0	0
Mca17684	98	147	299	428
Mca17685	0	0	0	0
Mca17686	0	0	0	0
Mca17687	4025	6108	11342	15709
Mca17688	739	870	548	659
Mca17689	2135	2778	1792	1983
Mca17690	2	2	2	12
Mca17691	0	0	0	0
Mca17692	28	74	71	75
Mca17693	4	6	0	2
Mca17694	0	0	0	2
Mca17695	0	0	3	6
Mca17696	0	0	0	0
Mca17697	0	0	0	0
Mca17698	2	2	0	1
Mca17699	1913	2675	4780	5781
Mca17700	16	50	65	56
Mca17701	6	10	13	24
Mca17702	0	0	0	2
Mca17703	0	0	0	0
Mca17704	0	0	0	0
Mca17705	0	0	0	2
Mca17706	0	0	0	2
Mca17707	21	19	41	42
Mca17708	4410	5869	4870	5197
Mca17709	610	837	539	540
Mca17710	501	635	699	729
Mca17711	559	656	570	615
Mca17712	40409	46933	42017	56667
Mca17713	0	0	0	0
Mca17714	0	0	0	0
Mca17715	0	0	0	0
Mca17716	0	0	0	0
Mca17717	0	0	0	0
Mca17718	0	0	0	0
Mca17719	0	0	0	0
Mca17720	0	0	0	0
Mca17721	0	0	0	0
Mca17722	0	0	0	0
Mca17723	65	78	96	86
Mca17724	2	2	3	2
Mca17725	211	352	226	195
Mca17726	0	0	0	0
Mca17727	561	801	565	541
Mca17728	0	0	0	0
Mca17729	0	0	0	0
Mca17730	0	0	0	0
Mca17731	40	42	81	108
Mca17732	0	0	0	0
Mca17733	0	0	7	11
Mca17734	313	353	105	106
Mca17735	165	294	266	302
Mca17736	49	91	74	98
Mca17737	31	44	13	7
Mca17738	110	171	127	143
Mca17739	0	0	0	0
Mca17740	2	0	0	0
Mca17741	0	0	0	0
Mca17742	0	0	0	0
Mca17743	0	0	25	39
Mca17744	0	0	23	39
Mca17745	1206	1781	1827	1788
Mca17746	0	0	0	4
Mca17747	0	0	0	2
Mca17748	0	0	0	0
Mca17749	0	0	6	4
Mca17750	0	0	0	0
Mca17751	27	38	80	73
Mca17752	109	182	345	510
Mca17753	2006	2764	2258	2784
Mca17754	0	2	0	6
Mca17755	0	0	0	0
Mca17756	0	0	0	0
Mca17757	5	15	8	9
Mca17758	0	0	1	0
Mca17759	0	0	1	11
Mca17760	0	2	8	32
Mca17761	0	0	0	0
Mca17762	2	0	0	2
Mca17763	0	0	0	0
Mca17764	0	0	0	0
Mca17765	0	0	0	0
Mca17766	0	0	0	0
Mca17767	31	43	40	58
Mca17768	126	207	355	537
Mca17769	0	0	0	0
Mca17770	204	349	294	387
Mca17771	0	0	0	0
Mca17772	0	0	2	2
Mca17773	5	9	11	12
Mca17774	267	444	516	636
Mca17775	264	308	547	543
Mca17776	135	191	272	238
Mca17777	0	0	0	0
Mca17778	0	0	0	2
Mca17779	166	238	286	311
Mca17780	0	0	0	0
Mca17781	0	0	0	0
Mca17782	0	0	0	0
Mca17783	0	0	2	0
Mca17784	0	0	0	0
Mca17785	0	0	0	0
Mca17786	1265	1769	902	1058
Mca17787	272	404	455	556
Mca17788	1186	1447	1117	1030
Mca17789	416	481	509	567
Mca17790	229	310	375	746
Mca17791	263	419	461	595
Mca17792	0	2	0	0
Mca17793	5	4	10	11
Mca17794	34	30	70	75
Mca17795	2	8	7	12
Mca17796	26	54	33	41
Mca17797	0	1	6	3
Mca17798	2	3	3	0
Mca17799	0	0	8	1
Mca17800	1	0	3	2
Mca17801	1	0	0	0
Mca17802	0	0	0	0
Mca17803	0	0	0	2
Mca17804	0	0	2	2
Mca17805	0	0	0	0
Mca17806	0	0	0	0
Mca17807	40	47	125	159
Mca17808	2348	2864	1613	1974
Mca17809	955	1233	967	1174
Mca17810	0	0	0	0
Mca17811	465	494	648	962
Mca17812	2	2	2	0
Mca17813	1309	1770	1025	1203
Mca17814	286	367	617	557
Mca17815	539	657	576	693
Mca17816	5969	8215	12910	15873
Mca17817	50	63	173	247
Mca17818	9	9	7	24
Mca17819	215	384	613	721
Mca17820	9	49	35	38
Mca17821	20	40	44	33
Mca17822	0	0	0	2
Mca17823	0	0	2	0
Mca17824	0	0	24	67
Mca17825	18	30	1331	2092
Mca17826	0	2	16	16
Mca17827	16	14	8	8
Mca17828	1	8	3	4
Mca17829	78	132	18	37
Mca17830	0	0	0	0
Mca17831	0	0	0	0
Mca17832	0	0	0	2
Mca17833	0	0	0	0
Mca17834	0	0	0	0
Mca17835	0	0	0	0
Mca17836	2	0	0	0
Mca17837	0	0	0	3
Mca17838	76	119	160	313
Mca17839	0	0	0	2
Mca17840	1059	1652	3229	4032
Mca17841	0	0	2	0
Mca17842	0	4	4	8
Mca17843	2	4	8	8
Mca17844	0	0	0	0
Mca17845	0	0	2	0
Mca17846	2710	3775	2992	3518
Mca17847	0	0	0	0
Mca17848	132	209	450	455
Mca17849	185	274	357	421
Mca17850	56	129	137	170
Mca17851	0	0	0	0
Mca17852	0	0	0	0
Mca17853	0	0	0	0
Mca17854	1	24	12	15
Mca17855	66	97	0	2
Mca17856	2	8	2	0
Mca17857	139	196	431	427
Mca17858	5447	6904	4694	5096
Mca17859	0	0	2	8
Mca17860	0	0	0	0
Mca17861	30	36	48	130
Mca17862	1	0	1	1
Mca17863	10	20	5	4
Mca17864	0	2	16	26
Mca17865	0	0	8	0
Mca17866	1	2	5	0
Mca17867	0	0	0	0
Mca17868	13950	18748	12284	12629
Mca17869	763	915	697	860
Mca17870	5653	7529	6188	5858
Mca17871	0	0	8	0
Mca17872	0	0	1	0
Mca17873	0	0	3	0
Mca17874	2	0	0	3
Mca17875	33923	39086	30721	40548
Mca17876	3979	4942	7441	9888
Mca17877	27	31	31	46
Mca17878	3	4	0	6
Mca17879	1833	2105	2044	2645
Mca17880	1848	2699	2821	2654
Mca17881	322	515	364	537
Mca17882	1116	1597	1481	2146
Mca17883	16	30	18	24
Mca17884	64	76	85	84
Mca17885	34	29	15	23
Mca17886	1467	1912	1455	1932
Mca17887	325	426	345	449
Mca17888	1241	1607	1425	1727
Mca17889	21	59	142	177
Mca17890	0	0	0	0
Mca17891	0	0	0	0
Mca17892	0	0	0	0
Mca17893	0	2	2	1
Mca17894	3294	4201	5375	6614
Mca17895	27981	32960	41669	60709
Mca17896	1536	2090	1591	1747
Mca17897	961	1411	1080	1157
Mca17898	916	1342	999	1053
Mca17899	198	340	326	415
Mca17900	0	1	197	237
Mca17901	2	12	1067	1319
Mca17902	0	0	0	0
Mca17903	55525	67154	42619	51891
Mca17904	335	441	168	193
Mca17905	4835	6357	5740	5735
Mca17906	1574	2090	1729	2191
Mca17907	0	0	0	0
Mca17908	0	0	0	0
Mca17909	0	0	0	2
Mca17910	1	0	2	2
Mca17911	19	24	19	15
Mca17912	0	1	7	11
Mca17913	0	2	5	3
Mca17914	0	2	0	0
Mca17915	720	1096	1243	1647
Mca17916	0	0	0	0
Mca17917	3027	3902	4777	5242
Mca17918	0	0	0	0
Mca17919	0	0	0	0
Mca17920	200	204	106	105
Mca17921	8693	11198	7033	6986
Mca17922	5	4	0	2
Mca17923	0	0	0	1
Mca17924	2	8	33	26
Mca17925	60	62	138	137
Mca17926	0	0	0	0
Mca17927	0	0	0	0
Mca17928	0	0	0	0
Mca17929	154	153	175	242
Mca17930	108	132	85	87
Mca17931	2	2	0	0
Mca17932	0	0	0	0
Mca17933	226	310	159	267
Mca17934	73	105	144	158
Mca17935	0	0	0	0
Mca17936	0	0	0	0
Mca17937	0	0	0	0
Mca17938	113	196	167	210
Mca17939	2501	3573	2705	2864
Mca17940	0	0	0	0
Mca17941	0	0	0	0
Mca17942	988	1301	1450	2534
Mca17943	2139	2743	2889	3672
Mca17944	1951	2445	2767	3960
Mca17945	2	0	2	2
Mca17946	2	12	10	16
Mca17947	0	0	0	0
Mca17948	1174	1756	1695	2081
Mca17949	13241	15084	9545	11091
Mca17950	419	588	718	751
Mca17951	0	0	0	0
Mca17952	1451	1990	204	146
Mca17953	2	1	4	1
Mca17954	2	3	5	12
Mca17955	10	28	27	32
Mca17956	666	753	1096	1146
Mca17957	0	0	0	0
Mca17958	14	29	24	19
Mca17959	886	1226	1045	1189
Mca17960	0	0	0	0
Mca17961	0	0	0	0
Mca17962	0	0	0	0
Mca17963	0	0	2	0
Mca17964	0	0	2	2
Mca17965	0	2	2	4
Mca17966	0	0	0	0
Mca17967	0	0	0	0
Mca17968	0	0	0	0
Mca17969	0	0	0	2
Mca17970	870	1115	1302	1530
Mca17971	0	7	11	12
Mca17972	611	1002	956	1357
Mca17973	0	0	0	0
Mca17974	0	0	0	0
Mca17975	0	0	0	0
Mca17976	0	0	0	0
Mca17977	141	299	406	547
Mca17978	888	1127	1220	1679
Mca17979	10	7	1	7
Mca17980	2	2	4	7
Mca17981	0	0	0	0
Mca17982	4458	5303	5779	8623
Mca17983	702	984	973	988
Mca17984	778	914	777	900
Mca17985	886	1219	1186	1631
Mca17986	872	1270	2019	2585
Mca17987	2	4	4	4
Mca17988	2	0	6	0
Mca17989	46	69	42	42
Mca17990	0	0	0	0
Mca17991	0	0	2	0
Mca17992	0	0	0	0
Mca17993	39	66	169	219
Mca17994	0	0	0	0
Mca17995	0	0	0	0
Mca17996	40708	44301	38765	40489
Mca17997	232	293	468	741
Mca17998	2086	2745	1675	1702
Mca17999	0	0	0	0
Mca18000	0	2	0	0
Mca18001	445	697	940	1118
Mca18002	1740	2490	1395	1582
Mca18003	63	64	13	6
Mca18004	0	0	0	0
Mca18005	502	708	682	918
Mca18006	17113	22844	26112	33341
Mca18007	0	0	0	0
Mca18008	1743	1993	1463	1557
Mca18009	0	0	16	14
Mca18010	485	612	698	810
Mca18011	328	445	548	554
Mca18012	647	998	892	1126
Mca18013	0	0	0	0
Mca18014	569	806	1448	1640
Mca18015	0	0	0	0
Mca18016	0	0	0	0
Mca18017	0	0	0	0
Mca18018	0	0	0	0
Mca18019	0	2	0	0
Mca18020	0	0	0	0
Mca18021	8715	10796	8789	10280
Mca18022	927	1505	1574	2022
Mca18023	339	454	632	567
Mca18024	1306	1722	1679	2146
Mca18025	0	0	0	0
Mca18026	1355	1649	17	22
Mca18027	27	21	3	9
Mca18028	11	9	9	2
Mca18029	2122	2525	1501	2262
Mca18030	545	813	593	622
Mca18031	634	795	908	973
Mca18032	0	0	0	0
Mca18033	0	0	0	0
Mca18034	0	0	0	0
Mca18035	0	0	0	0
Mca18036	0	0	0	0
Mca18037	0	0	0	0
Mca18038	0	0	0	0
Mca18039	0	4	0	1
Mca18040	1553	1883	1670	1959
Mca18041	4026	5478	5564	7866
Mca18042	245	394	999	1255
Mca18043	341	391	1078	1339
Mca18044	2	5	8	11
Mca18045	472	620	1339	1709
Mca18046	0	0	1	0
Mca18047	0	2	0	1
Mca18048	639	818	987	1384
Mca18049	877	1138	1307	1832
Mca18050	255	489	441	394
Mca18051	1126	1448	1123	1489
Mca18052	0	2	0	0
Mca18053	0	0	0	0
Mca18054	0	0	0	0
Mca18055	0	0	0	0
Mca18056	0	0	0	0
Mca18057	0	2	4	2
Mca18058	6	8	3	20
Mca18059	0	0	0	0
Mca18060	0	2	0	0
Mca18061	1051	1580	1763	2197
Mca18062	319	586	582	659
Mca18063	0	0	0	1
Mca18064	0	0	0	0
Mca18065	0	0	0	0
Mca18066	0	0	0	0
Mca18067	0	3	0	0
Mca18068	0	0	0	0
Mca18069	0	0	0	0
Mca18070	0	0	0	0
Mca18071	0	0	0	0
Mca18072	0	0	0	0
Mca18073	0	0	0	0
Mca18074	0	0	0	0
Mca18075	0	0	0	0
Mca18076	0	0	0	0
Mca18077	149	235	184	252
Mca18078	56	116	112	108
Mca18079	22	66	96	134
Mca18080	0	0	0	0
Mca18081	0	2	2	0
Mca18082	0	0	4	2
Mca18083	999	1304	1097	1250
Mca18084	0	0	0	0
Mca18085	0	0	0	0
Mca18086	0	0	0	0
Mca18087	0	0	0	0
Mca18088	36	50	52	67
Mca18089	0	0	0	0
Mca18090	0	2	4	2
Mca18091	660	1042	829	881
Mca18092	519	734	818	993
Mca18093	44	62	105	132
Mca18094	0	2	0	0
Mca18095	424	654	453	471
Mca18096	0	0	0	0
Mca18097	0	0	0	0
